 (-1.85045108551159763E-002,  0.0000000000000000     ) ( 3.78179253506815832E-002,  0.0000000000000000     ) ( 3.50872539327292537E-002,  0.0000000000000000     )
 (-2.54437426677412495E-002,  0.0000000000000000     ) (-0.15190900367831828     ,  0.0000000000000000     ) (-4.07938514042049186E-002,  0.0000000000000000     )
 (-4.41969969260131573E-002,  0.0000000000000000     ) (-4.95500309823879090E-002,  0.0000000000000000     ) ( 2.27256053628798506E-002,  0.0000000000000000     )
