 (-0.74500000000000000     ,  0.0000000000000000     ) (-2.50000000000000049E-003,  0.0000000000000000     ) (-2.50000000000000049E-003,  0.0000000000000000     )
 ( 8.00000000000000155E-002,  0.0000000000000000     ) (-4.00000000000000078E-002,  0.0000000000000000     ) (-4.00000000000000078E-002,  0.0000000000000000     )
