 (-1.25164511129886532E-003,  0.0000000000000000     ) (-1.59117604456524031E-003,  0.0000000000000000     ) ( 4.25147798106790837E-003,  0.0000000000000000     )
 (-5.26624491907177073E-003,  0.0000000000000000     ) (-6.69480724559756626E-003,  0.0000000000000000     ) ( 1.78879173611043649E-002,  0.0000000000000000     )
