 ( 0.18811325218444747     ,  0.0000000000000000     ) (-0.85334447623664589     ,  0.0000000000000000     ) ( -1.0256575915610517     ,  0.0000000000000000     )
 (-0.45013039802137966     ,  0.0000000000000000     ) (-0.28373812639201546     ,  0.0000000000000000     ) ( 0.11615570885344340     ,  0.0000000000000000     )
