 ( -5.5271005013817236     ,  0.0000000000000000     ) (  1.3418426019593950     ,  0.0000000000000000     ) ( 0.44234382531044375     ,  0.0000000000000000     )
 ( 3.10698756847758717E-002,  0.0000000000000000     ) (-4.51825584029963145E-002,  0.0000000000000000     ) ( 2.44772048580589666E-002,  0.0000000000000000     )
