 (-0.26251339251550576     ,  0.0000000000000000     ) ( 0.79461124535838268     ,  0.0000000000000000     ) (  0.0000000000000000     ,  0.0000000000000000     )
 (-0.79461124535838268     ,  0.0000000000000000     ) ( 0.26251339251550576     ,  0.0000000000000000     ) (  0.0000000000000000     ,  0.0000000000000000     )
