 ( 3.53553390593273759E-002,  0.0000000000000000     ) (-3.53553390593273759E-002,  0.0000000000000000     ) (  0.0000000000000000     ,  0.0000000000000000     )
 (  0.0000000000000000     ,  0.0000000000000000     ) (  0.0000000000000000     ,  0.0000000000000000     ) (  0.0000000000000000     ,  0.0000000000000000     )
