 ( 0.93785494990344420     ,  0.0000000000000000     ) ( 0.89030978649453618     ,  0.0000000000000000     ) ( -1.5056032827758385     ,  0.0000000000000000     )
 (-0.96042644040219893     ,  0.0000000000000000     ) (-0.92670740827752129     ,  0.0000000000000000     ) (  1.4807790011814881     ,  0.0000000000000000     )
