 (-8.84368601163934911E-003,  0.0000000000000000     ) (-1.12426926772993211E-002,  0.0000000000000000     ) ( 3.00394544831847354E-002,  0.0000000000000000     )
 (-9.14234686393187827E-003,  0.0000000000000000     ) (-1.16223705822640615E-002,  0.0000000000000000     ) ( 3.10539193869073388E-002,  0.0000000000000000     )
