 (-7.34162801718418138E-003,  0.0000000000000000     ) (-9.33317481416912065E-003,  0.0000000000000000     ) ( 2.49373960545888895E-002,  0.0000000000000000     )
 (-7.82082651827848904E-003,  0.0000000000000000     ) (-9.94236440684973140E-003,  0.0000000000000000     ) ( 2.65650953581470957E-002,  0.0000000000000000     )
