 ( 8.33467301569010624E-003,  0.0000000000000000     ) ( 1.05956008793005006E-002,  0.0000000000000000     ) (-2.83104839268982916E-002,  0.0000000000000000     )
 ( 8.03791159501178291E-003,  0.0000000000000000     ) ( 1.02183376604600695E-002,  0.0000000000000000     ) (-2.73024708453507119E-002,  0.0000000000000000     )
